-0.52839774	0.6322497	-0.59868157	-0.55506074	0.54077905	-0.8372571	-0.6120158	-0.5414684
-0.9711593	1.0624908	-0.99308956	-0.97812295	0.9528624	-1.294946	-1.0542918	-0.975444
-0.36299735	0.45376718	-0.33624697	-0.32728618	0.2879124	-0.58611286	-0.41373652	-0.3384286
-0.08434849	0.060831167	-0.09250419	-0.040520325	0.08731759	-0.14629105	-0.10418504	-0.096035235
0.07318846	0.058003116	-0.0034696097	0.04165483	-0.012507759	-0.11268831	0.029075453	0.032925542
0.67482775	-0.7053373	0.681457	0.6381003	-0.67525196	0.8303527	0.7085887	0.66220945
0.5871422	-0.70851403	0.6624295	0.66852075	-0.64502436	0.8231916	0.7991966	0.67858386
0.6400598	-0.66129583	0.638524	0.6174146	-0.6319879	0.8271821	0.74206585	0.6712996
-0.748807	0.8655523	-0.751843	-0.77776057	0.7255023	-0.9951655	-0.8236225	-0.6837522
-0.58451295	0.6048933	-0.55425805	-0.5131753	0.5197278	-0.74873996	-0.54977995	-0.5709754
1.1972327	-1.3900704	1.2804521	1.202871	-1.227161	1.62901	1.3498797	1.2712096
-0.0050605596	0.11826117	-0.015512558	0.003729789	0.051578574	-0.20468514	-0.01778016	-0.076623894
0.57670486	-0.69265753	0.658752	0.65913355	-0.62078243	0.85952026	0.7215717	0.6812516
0.05635055	-0.06397568	0.061842676	0.07172439	-0.13219154	-0.011763671	0.1265978	0.10382104
-0.83995825	0.9713166	-0.8611106	-0.9098365	0.88960564	-1.1577752	-0.90418005	-0.8895049
0.49812517	-0.4680056	0.51428825	0.41020736	-0.4984787	0.62714976	0.5365354	0.52340704
0.4844167	-0.48763815	0.48363784	0.41471544	-0.48051006	0.58737683	0.57167596	0.52531433
-0.19071208	0.18394922	-0.14904067	-0.1934958	0.09908685	-0.32664445	-0.2197638	-0.17115772
0.25308713	-0.2970683	0.32671103	0.2794447	-0.32705337	0.28995088	0.3654529	0.30226177
0.30508095	-0.2580641	0.26411995	0.30721122	-0.31135592	0.22830617	0.3680724	0.26121068
0.9011656	-1.0722952	0.97139204	0.9545301	-0.98567605	1.2765188	1.1683301	1.0297128
-1.0838414	1.1891949	-1.1216648	-1.084335	1.0927342	-1.3675333	-1.1685036	-1.124132
0.554175	-0.61845803	0.59001017	0.5762459	-0.60250205	0.65112895	0.673418	0.5530268
1.1314312	-1.2333082	1.2187048	1.1351651	-1.1751425	1.4994202	1.3577435	1.1325139
0.39581752	-0.5083902	0.44654036	0.48560467	-0.4819264	0.54302377	0.48583972	0.51530373
0.44476455	-0.5125232	0.49747497	0.46883425	-0.48425207	0.5978503	0.49736854	0.51116747
-1.0296054	1.1124363	-1.0137855	-1.0771623	1.0102829	-1.2826943	-1.0544168	-1.0798802
0.25757128	-0.22401893	0.26550582	0.27528855	-0.25748265	0.22880162	0.28750324	0.2676471
0.21656261	-0.20674361	0.25306672	0.23866892	-0.29208842	0.25677514	0.23973784	0.23489504
0.88495594	-0.9536011	0.8958391	0.841275	-0.93134224	1.1181623	1.0593239	0.93284655
0.30108428	-0.30489424	0.25888592	0.29127127	-0.31270283	0.23851688	0.32724562	0.29922083
-0.4691516	0.5774832	-0.44837546	-0.5112998	0.48591864	-0.7311146	-0.4751287	-0.42486537
0.26266697	-0.2968268	0.23336676	0.25101474	-0.26873603	0.26159412	0.31425214	0.25789762
0.53091913	-0.64288074	0.60476744	0.5021995	-0.6085287	0.62727845	0.6140119	0.5485345
-0.61420256	0.68341154	-0.6503583	-0.6557797	0.6523998	-0.8256734	-0.7058503	-0.5934788
0.7228391	-0.76529825	0.70653707	0.71955526	-0.7139262	0.9166507	0.8524125	0.7155352
-0.37458128	0.43666288	-0.42902383	-0.44700667	0.41868675	-0.56538785	-0.394468	-0.37422436
0.5372594	-0.615895	0.5317398	0.5735314	-0.51756424	0.5807017	0.6444553	0.52105016
-0.17497192	0.2303235	-0.113843426	-0.11835942	0.1399729	-0.23331141	-0.17414685	-0.14338732
0.39820814	-0.35708156	0.38398436	0.3439558	-0.37211555	0.44735414	0.45271552	0.42635515
